timestamp,flow_id,pcap_cnt,event_type,vlan,src_ip,src_port,dest_ip,dest_port,proto,dns.type,dns.id,dns.rrname,dns.rrtype,tld
2017-07-22T17:39:15.381116-0500,279082513453244.0,87252.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,55890.0,2001:0500:0001:0000:0000:0000:803f:0235,53.0,UDP,query,61010.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:37:52.427437-0500,109835026728365.0,79232.0,dns,140.0,192.168.204.57,63955.0,192.168.207.4,53.0,UDP,query,62244.0,ueip.vmware.com,A,vmware.com
2017-07-22T17:38:59.265027-0500,1728161528351555.0,85754.0,dns,150.0,192.168.205.170,33377.0,192.168.207.4,53.0,UDP,query,21606.0,AOLDTCMA04.office.aol.com,A,aol.com
2017-07-22T17:39:03.618581-0500,1863916854931541.0,86242.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,47193.0,2001:0dc3:0000:0000:0000:0000:0000:0035,53.0,UDP,query,55703.0,secure.informaction.com,A,informaction.com
2017-07-22T17:39:13.621767-0500,838248600534215.0,87132.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,38803.0,2001:0500:002f:0000:0000:0000:0000:000f,53.0,UDP,query,18936.0,secure.informaction.com,A,informaction.com
2017-07-22T17:38:25.315261-0500,1994638477086589.0,82804.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,50839.0,2001:0500:002f:0000:0000:0000:0000:000f,53.0,UDP,query,8515.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:39:13.698959-0500,28166228912719.0,87140.0,dns,180.0,192.168.198.62,38196.0,192.168.207.4,53.0,UDP,query,34060.0,wpad.home,A,wpad.home
2017-07-22T17:39:22.505573-0500,311784394897125.0,87919.0,dns,150.0,192.168.205.170,42443.0,192.168.207.4,53.0,UDP,query,41657.0,AOLDTCMA04.office.aol.com,A,aol.com
2017-07-22T17:39:14.346924-0500,1337444059466540.0,87195.0,dns,110.0,192.168.201.62,54609.0,192.168.207.4,53.0,UDP,query,59758.0,en-us.fxfeeds.mozilla.com,A,mozilla.com
2017-07-22T17:37:31.538774-0500,820780961839254.0,76990.0,dns,110.0,192.168.201.68,51202.0,192.168.207.4,53.0,UDP,query,61247.0,192.168.22.110phpmyadmin,A,192.168.22.110phpmyadmin
2017-07-22T17:37:31.539373-0500,27620761352941.0,76992.0,dns,110.0,192.168.201.68,55487.0,192.168.207.4,53.0,UDP,query,58865.0,192.168.22.110phpmyadmin.localdomain,A,192.168.22.110phpmyadmin.localdomain
2017-07-22T17:38:33.582089-0500,1440686480679369.0,83424.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,53364.0,2001:07fd:0000:0000:0000:0000:0000:0001,53.0,UDP,query,36017.0,secure.informaction.com,A,informaction.com
2017-07-22T17:39:24.022253-0500,2005551992821485.0,88035.0,dns,140.0,192.168.204.63,59755.0,192.168.207.4,53.0,UDP,query,34339.0,time.windows.com,A,windows.com
2017-07-22T17:37:43.607797-0500,1137509030905397.0,78108.0,dns,150.0,192.168.205.170,4180.0,192.168.207.4,53.0,UDP,query,47789.0,AOLDTCMA04.office.aol.com,A,aol.com
2017-07-22T17:38:55.312824-0500,272854809560568.0,85322.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,45549.0,2001:0500:002f:0000:0000:0000:0000:000f,53.0,UDP,query,32487.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:37:52.427636-0500,416847878981236.0,79234.0,dns,140.0,192.168.204.57,55450.0,192.168.207.4,53.0,UDP,query,37183.0,softwareupdate.vmware.com,A,vmware.com
2017-07-22T17:38:53.616091-0500,2170556044371611.0,85188.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,5993.0,2001:07fd:0000:0000:0000:0000:0000:0001,53.0,UDP,query,55546.0,secure.informaction.com,A,informaction.com
2017-07-22T17:40:05.394152-0500,2226858775348136.0,91329.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,43745.0,2001:0503:0c27:0000:0000:0000:0002:0030,53.0,UDP,query,29358.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:36:05.156405-0500,2156520080237301.0,68506.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,43772.0,2001:0503:0c27:0000:0000:0000:0002:0030,53.0,UDP,query,4496.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:40:25.457129-0500,818478870821289.0,93518.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,5010.0,2001:0503:ba3e:0000:0000:0000:0002:0030,53.0,UDP,query,47736.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:39:27.088514-0500,915721221528002.0,88448.0,dns,110.0,192.168.201.73,60172.0,192.168.207.4,53.0,UDP,query,16666.0,proxim.ntkrnlpa.info,A,ntkrnlpa.info
2017-07-22T17:39:35.386417-0500,968772658128241.0,89117.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,4293.0,2001:0503:0c27:0000:0000:0000:0002:0030,53.0,UDP,query,37966.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:39:45.386733-0500,1407735496304301.0,89908.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,62847.0,2001:0503:ba3e:0000:0000:0000:0002:0030,53.0,UDP,query,7447.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:38:36.024257-0500,2160054848216769.0,83712.0,dns,150.0,192.168.205.170,27928.0,192.168.207.4,53.0,UDP,query,23539.0,AOLDTCMA04.office.aol.com,A,aol.com
2017-07-22T17:40:35.460467-0500,171347558991539.0,95078.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,51961.0,2001:0500:0003:0000:0000:0000:0000:0042,53.0,UDP,query,514.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:40:57.849469-0500,1321398068442685.0,97766.0,dns,120.0,192.168.202.75,35584.0,192.168.207.4,53.0,UDP,query,60741.0,secure.informaction.com,A,informaction.com
2017-07-22T17:36:54.124149-0500,1974361930523893.0,73006.0,dns,110.0,192.168.201.68,54126.0,192.168.207.4,53.0,UDP,query,10028.0,safebrowsing.clients.google.com.localdomain,A,safebrowsing.clients.google.com.localdomain
